"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Sexo (Código)","Sexo","Unidade de Medida (Código)","Unidade de Medida","Valor"
"141","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",40.3
"142","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",59.7
"143","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"144","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",5.6
"145","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",3.8
"146","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",424
"147","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",164
"148","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",260
"149","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",4.6
"150","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",6.9
"151","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",5.6
"152","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",100
"153","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",38.7
"154","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",61.3
"155","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",NA
"156","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",5.1
"157","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",3.2
"158","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","1572","Mil pessoas",1673
"159","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","1572","Mil pessoas",819
"160","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","1572","Mil pessoas",854
"161","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",1.7
"162","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",2.2
"163","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",2.7
"164","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",100
"165","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",48.9
"166","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",51.1
"167","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",NA
"168","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",1.9
"169","6","Município","2927408","Salvador (BA)","201202","2º trimestre 2012","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",1.8
"170","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","1572","Mil pessoas",153
"171","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","1572","Mil pessoas",61
"172","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","1572","Mil pessoas",92
"173","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",8.7
"174","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",13.4
"175","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",9.9
"176","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",100
"177","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",39.7
"178","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",60.3
"179","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",NA
"180","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",9.1
"181","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",6
"182","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",175
"183","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",64
"184","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",111
"185","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",8.5
"186","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",13.1
"187","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",9.8
"188","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"189","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",36.8
"190","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",63.2
"191","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"192","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",9.4
"193","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",5.5
